,occurrenceID,basisOfRecord,Preparations (Physical Samples),eventDate,scientificName,kingdom,phylum,class,order,family,genus,specific Epithet (species),taxonRank,identifiedBy,AI Detection Method/Model,Confidence%,Verification Method,Verification Name,dateIdentified,nomenclaturalCode,individualCount,organismQuantity,organismQuantityType,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,verbatimCoordinateSystem,higherGeography,continent,country,countryCode,stateProvince,county,locality,verbatimLocality,occurrenceRemarks,references,Filename/Run
97,Raft-2/Insect/28,MachineObservation,,2024-07-12 04:31:00,Noctuidae--,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.633,Human,,2024-07-12,ICZN,42,53,observations,-2.9657115,-60.739931,WGS84,,"-2.9657115,-60.739931",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,2474_40b0d2-f01f0/crop_C02_2024-07-12_08-31-00_-2-9657115_-60-739931_CROPNUMBER_2_UUID_2474_40b0d2-f01f0.png
98,Raft-3/Insect/58,MachineObservation,,2024-07-12 02:48:55,Norape-virgo-Butler_1877,Animalia,Arthropoda,Insecta,Lepidoptera,Megalopygidae,Norape,Norape virgo,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.271,Human,,2024-07-12,ICZN,1,144,observations,-2.9660813333333333,-60.737417666666666,WGS84,,"-2.96608133333333,-60.7374176666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,2046_f631b6-6c989/crop_C03_2024-07-12_06-48-55_-2-9660813333333333_-60-737417666666666_CROPNUMBER_26_UUID_2046_f631b6-6c989.png
99,Raft-3/Insect/59,MachineObservation,,2024-07-11 21:27:53,Nusalala-tessellata-Gerstaecker_1888,Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Nusalala,Nusalala tessellata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.523,Human,,2024-07-11,ICZN,5,144,observations,-2.966307833333333,-60.73745233333333,WGS84,,"-2.96630783333333,-60.7374523333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,910_d47483-0dd92/crop_C03_2024-07-12_01-27-53_-2-9663078333333335_-60-73745233333333_CROPNUMBER_31_UUID_910_d47483-0dd92.png
100,Raft-2/Insect/29,MachineObservation,,2024-07-11 23:30:33,Nymphalidae--,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.445,Human,,2024-07-11,ICZN,25,53,observations,-2.9656455,-60.739873,WGS84,,"-2.9656455,-60.739873",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,1400_af9982-891ad/crop_C02_2024-07-12_03-30-33_-2-9656455_-60-739873_CROPNUMBER_63_UUID_1400_af9982-891ad.png
101,Raft-2/Insect/30,MachineObservation,,2024-07-11 18:39:56,Oedancala-crassimana-Fabricius_1803,Animalia,Arthropoda,Insecta,Hemiptera,Pachygronthidae,Oedancala,Oedancala crassimana,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.44,Human,,2024-07-11,ICZN,10,53,observations,-2.9656795,-60.739894666666665,WGS84,,"-2.9656795,-60.7398946666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,359_05a101-094b4/crop_C02_2024-07-11_22-39-56_-2-9656795000000002_-60-739894666666665_CROPNUMBER_60_UUID_359_05a101-094b4.png
102,Raft-3/Insect/60,MachineObservation,,2024-07-11 23:00:53,Omonadus-floralis-Linnaeus_1758,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Omonadus,Omonadus floralis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.312,Human,,2024-07-11,ICZN,2,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1239_9425f7-a31a0/crop_C03_2024-07-12_03-00-53_0-0_0-0_CROPNUMBER_49_UUID_1239_9425f7-a31a0.png
103,Raft-2/Insect/31,MachineObservation,,2024-07-11 19:14:15,Oncerotrachelus-acuminatus-Say_1832,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Oncerotrachelus,Oncerotrachelus acuminatus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.422,Human,,2024-07-11,ICZN,1,53,observations,-2.9657015,-60.73990316666666,WGS84,,"-2.9657015,-60.7399031666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,482_74031c-12903/crop_C02_2024-07-11_23-14-15_-2-9657014999999998_-60-739903166666664_CROPNUMBER_126_UUID_482_74031c-12903.png
104,Raft-2/Insect/32,MachineObservation,,2024-07-11 22:04:30,Orthodes-majuscula-HerrichSchffer_1868,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthodes,Orthodes majuscula,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.26,Human,,2024-07-11,ICZN,1,53,observations,-2.9656936666666667,-60.7399005,WGS84,,"-2.96569366666667,-60.7399005",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1092_d2b28a-bf566/crop_C02_2024-07-12_02-04-30_-2-9656936666666667_-60-7399005_CROPNUMBER_28_UUID_1092_d2b28a-bf566.png
105,Raft-3/Insect/61,MachineObservation,,2024-07-12 04:57:34,Orthonama-obstipata-Fabricius_1794,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Orthonama,Orthonama obstipata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.35,Human,,2024-07-12,ICZN,1,144,observations,-2.9661225,-60.7373635,WGS84,,"-2.9661225,-60.7373635",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,2501_280f0d-9dfcf/crop_C03_2024-07-12_08-57-34_-2-9661225_-60-7373635_CROPNUMBER_5_UUID_2501_280f0d-9dfcf.png
106,Raft-3/Insect/62,MachineObservation,,2024-07-11 20:33:17,Oxycarenus-hyalinipennis-Costa_1847,Animalia,Arthropoda,Insecta,Hemiptera,Oxycarenidae,Oxycarenus,Oxycarenus hyalinipennis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.268,Human,,2024-07-11,ICZN,1,144,observations,-2.966122,-60.73736666666667,WGS84,,"-2.966122,-60.7373666666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,717_c74af4-ca392/crop_C03_2024-07-12_00-33-17_-2-966122_-60-73736666666667_CROPNUMBER_28_UUID_717_c74af4-ca392.png
107,Raft-3/Insect/63,MachineObservation,,2024-07-11 22:19:39,Paederus-fuscipes-Curtis_1826,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Paederus,Paederus fuscipes,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.371,Human,,2024-07-11,ICZN,3,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1093_457857-25e33/crop_C03_2024-07-12_02-19-39_0-0_0-0_CROPNUMBER_28_UUID_1093_457857-25e33.png
108,Raft-1/Insect/14,MachineObservation,,2024-07-11 19:56:18,Pantherodes-pardalaria-Hbner_1823,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pantherodes,Pantherodes pardalaria,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.262,Human,,2024-07-11,ICZN,1,58,observations,-2.9664553333333328,-60.742579166666665,WGS84,,"-2.96645533333333,-60.7425791666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,714_07bf5b-c4ce6/crop_C01_2024-07-11_23-56-18_-2-966455333333333_-60-742579166666665_CROPNUMBER_52_UUID_714_07bf5b-c4ce6.png
109,Raft-3/Insect/64,MachineObservation,,2024-07-12 01:36:34,Paranomala-undulata-Melsheimer_1845,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Paranomala,Paranomala undulata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.5715,Human,,2024-07-12,ICZN,8,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1790_b86fcd-669c2/crop_C03_2024-07-12_05-36-34_0-0_0-0_CROPNUMBER_29_UUID_1790_b86fcd-669c2.png
110,Raft-3/Insect/65,MachineObservation,,2024-07-11 22:11:28,Pentatomidae--,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.422,Human,,2024-07-11,ICZN,2,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,1064_4b0838-91b61/crop_C03_2024-07-12_02-11-28_0-0_0-0_CROPNUMBER_90_UUID_1064_4b0838-91b61.png
111,Raft-3/Insect/66,MachineObservation,,2024-07-11 22:08:21,Periplaneta-americana-Linnaeus_1758,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,Periplaneta americana,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.266,Human,,2024-07-11,ICZN,1,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1053_e78b4f-292b9/crop_C03_2024-07-12_02-08-21_0-0_0-0_CROPNUMBER_12_UUID_1053_e78b4f-292b9.png
112,Raft-3/Insect/67,MachineObservation,,2024-07-11 22:25:01,Perola-villosipes-Walker_1865,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Perola,Perola villosipes,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.365,Human,,2024-07-11,ICZN,2,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,1112_bf771b-466fd/crop_C03_2024-07-12_02-25-01_0-0_0-0_CROPNUMBER_102_UUID_1112_bf771b-466fd.png
113,Raft-2/Insect/33,MachineObservation,,2024-07-12 05:08:05,Phereoeca-uterella-Walsingham_1897,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Phereoeca,Phereoeca uterella,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.605,Human,,2024-07-12,ICZN,12,53,observations,-2.965705333333333,-60.73991316666667,WGS84,,"-2.96570533333333,-60.7399131666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,2606_e2283d-53824/crop_C02_2024-07-12_09-08-05_-2-965705333333333_-60-73991316666667_CROPNUMBER_1_UUID_2606_e2283d-53824.png
114,Raft-2/Insect/34,MachineObservation,,2024-07-11 21:51:40,Phrygionis--Hbner,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phrygionis,,Genus,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.295,Human,,2024-07-11,ICZN,3,53,observations,-2.965683333333333,-60.73990083333333,WGS84,,"-2.96568333333333,-60.7399008333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2]",,1046_b02864-62bb3/crop_C02_2024-07-12_01-51-40_-2-9656833333333332_-60-73990083333333_CROPNUMBER_107_UUID_1046_b02864-62bb3.png
115,Raft-3/Insect/68,MachineObservation,,2024-07-12 03:36:24,Phrygionis-platinata-Guene,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phrygionis,Phrygionis platinata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.316,Human,,2024-07-12,ICZN,3,144,observations,-2.9661406666666665,-60.737279666666666,WGS84,,"-2.96614066666667,-60.7372796666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,2214_46896e-1ce3e/crop_C03_2024-07-12_07-36-24_-2-9661406666666665_-60-737279666666666_CROPNUMBER_0_UUID_2214_46896e-1ce3e.png
116,Raft-3/Insect/69,MachineObservation,,2024-07-11 21:25:03,Phrygionis-polita-Cramer,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phrygionis,Phrygionis polita,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.363,Human,,2024-07-11,ICZN,1,144,observations,-2.9661443333333333,-60.737446166666665,WGS84,,"-2.96614433333333,-60.7374461666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,900_495109-9c3c8/crop_C03_2024-07-12_01-25-03_-2-9661443333333333_-60-737446166666665_CROPNUMBER_211_UUID_900_495109-9c3c8.png
117,Raft-2/Insect/35,MachineObservation,,2024-07-12 02:19:30,Phyllocnistis-citrella-Stainton_1856,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,Phyllocnistis citrella,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.73,Human,,2024-07-12,ICZN,3,53,observations,-2.965673333333333,-60.739888666666666,WGS84,,"-2.96567333333333,-60.7398886666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2]",,2004_f1505d-d910b/crop_C02_2024-07-12_06-19-30_-2-965673333333333_-60-739888666666666_CROPNUMBER_5_UUID_2004_f1505d-d910b.png
118,Raft-3/Insect/70,MachineObservation,,2024-07-11 21:06:22,Physiphora-clausa-Macquart_1844,Animalia,Arthropoda,Insecta,Diptera,Ulidiidae,Physiphora,Physiphora clausa,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.266,Human,,2024-07-11,ICZN,1,144,observations,-2.9660998333333333,-60.73738216666667,WGS84,,"-2.96609983333333,-60.7373821666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,834_dc675c-c8fa5/crop_C03_2024-07-12_01-06-22_-2-9660998333333333_-60-73738216666667_CROPNUMBER_302_UUID_834_dc675c-c8fa5.png
119,Raft-2/Insect/36,MachineObservation,,2024-07-12 05:54:40,Pieridae--,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,,,Family,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.342,Human,,2024-07-12,ICZN,3,53,observations,-2.9657035,-60.7399135,WGS84,,"-2.9657035,-60.7399135",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,2772_f01c89-58eb7/crop_C02_2024-07-12_09-54-40_-2-9657035_-60-7399135_CROPNUMBER_2_UUID_2772_f01c89-58eb7.png
120,Raft-2/Insect/37,MachineObservation,,2024-07-11 19:58:52,Plagioneurus-univittatus-Loew_1857,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Plagioneurus,Plagioneurus univittatus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.332,Human,,2024-07-11,ICZN,1,53,observations,-2.965640833333333,-60.739926833333335,WGS84,,"-2.96564083333333,-60.7399268333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,,,642_652cd4-5c320/crop_C02_2024-07-11_23-58-52_-2-9656408333333335_-60-739926833333335_CROPNUMBER_58_UUID_642_652cd4-5c320.png
121,Raft-2/Insect/38,MachineObservation,,2024-07-12 04:23:25,Plecia-plagiata-Wiedemann_1824,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Plecia,Plecia plagiata,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.328,Human,,2024-07-12,ICZN,2,53,observations,-2.9657143333333336,-60.739899666666666,WGS84,,"-2.96571433333333,-60.7398996666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [2, 3]",,2447_86ab3c-ac35e/crop_C02_2024-07-12_08-23-25_-2-9657143333333336_-60-739899666666666_CROPNUMBER_4_UUID_2447_86ab3c-ac35e.png
122,Raft-3/Insect/71,MachineObservation,,2024-07-11 18:51:24,Poecilocrypticus-formicophilus-Gebien_1928,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Poecilocrypticus,Poecilocrypticus formicophilus,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.535,Human,,2024-07-11,ICZN,8,144,observations,-2.9659885,-60.737655333333336,WGS84,,"-2.9659885,-60.7376553333333",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,356_efbd63-95370/crop_C03_2024-07-11_22-51-24_-2-9659885_-60-737655333333336_CROPNUMBER_144_UUID_356_efbd63-95370.png
123,Raft-3/Insect/72,MachineObservation,,2024-07-12 01:29:31,Pseudolynchia-canariensis-Macquart_1839,Animalia,Arthropoda,Insecta,Diptera,Hippoboscidae,Pseudolynchia,Pseudolynchia canariensis,Species,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.436,Human,,2024-07-12,ICZN,11,144,observations,0.0,0.0,WGS84,,"0,0",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 3]",,1765_4fd529-b4b31/crop_C03_2024-07-12_05-29-31_0-0_0-0_CROPNUMBER_51_UUID_1765_4fd529-b4b31.png
124,Raft-1/Insect/15,MachineObservation,,2024-07-11 21:17:16,Psorophora--RobineauDesvoidy_1827,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Psorophora,,Genus,AI,"Multiple Insect Segmentation, Tracking and Hierarchical Classification",0.299,Human,,2024-07-11,ICZN,4,58,observations,-2.9664243333333333,-60.74259666666666,WGS84,,"-2.96642433333333,-60.7425966666667",decimal degrees,Brazil,South America,Brazil,BR,Amazonas,,,,"Detected at multiple rafts: [1, 2, 3]",,1003_6e7608-a8ce2/crop_C01_2024-07-12_01-17-16_-2-9664243333333333_-60-742596666666664_CROPNUMBER_1_UUID_1003_6e7608-a8ce2.png
